,id,Text,Words,Filtered,HashedFilteredValues,Features,IDF_Mean
89,89,super disappointed in this place first so much for authentic french bakery all their sandwiches are premade they could not make one with out cheese the quinoa salad was decent my boyfriend ordered a turkey panini and they brought him the ham one instead it wasn't busy we were the only people in the place besides one other person i have no idea how this place has such good reviews,"['super', 'disappointed', 'in', 'this', 'place', 'first', 'so', 'much', 'for', 'authentic', 'french', 'bakery', 'all', 'their', 'sandwiches', 'are', 'premade', 'they', 'could', 'not', 'make', 'one', 'with', 'out', 'cheese', 'the', 'quinoa', 'salad', 'was', 'decent', 'my', 'boyfriend', 'ordered', 'a', 'turkey', 'panini', 'and', 'they', 'brought', 'him', 'the', 'ham', 'one', 'instead', 'it', ""wasn't"", 'busy', 'we', 'were', 'the', 'only', 'people', 'in', 'the', 'place', 'besides', 'one', 'other', 'person', 'i', 'have', 'no', 'idea', 'how', 'this', 'place', 'has', 'such', 'good', 'reviews']","['super', 'disappointed', 'place', 'first', 'much', 'authentic', 'french', 'bakery', 'sandwiches', 'premade', 'make', 'one', 'cheese', 'quinoa', 'salad', 'decent', 'boyfriend', 'ordered', 'turkey', 'panini', 'brought', 'ham', 'one', 'instead', 'busy', 'people', 'place', 'besides', 'one', 'person', 'idea', 'place', 'good', 'reviews']","(2280,[48,185,206,249,404,488,494,499,530,606,658,716,845,939,1103,1137,1288,1331,1404,1409,1525,1656,1754,1943,1948,1968,2031,2129,2230,2278],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0])","(2280,[48,185,206,249,404,488,494,499,530,606,658,716,845,939,1103,1137,1288,1331,1404,1409,1525,1656,1754,1943,1948,1968,2031,2129,2230,2278],[2.89591193827178,3.4067375620377707,2.633547673804289,4.099884742597716,3.11905548958599,1.0713626462207342,3.0012724539296065,2.3652836872096095,3.8122026701459353,1.6721365066496643,2.800601758467455,3.8122026701459353,2.4904468301636156,4.505349850705881,2.3652836872096095,3.8122026701459353,2.3652836872096095,3.5890591188317256,4.6048061554085375,2.0204432009178803,3.0012724539296065,2.3652836872096095,2.1539745935424026,3.5890591188317256,1.0088422892394002,1.4849249645615181,3.072329284110566,3.8122026701459353,2.89591193827178,3.2525868822105126])",2.561160672991539
90,90,wonderful french bakery the fare is authentic and the staff is delightful i had a vegetable quiche and cappuccino both were fantastic i also got a baguette and madeline cookies to go everything was fresh and delicious i'm so happy i found this gem highly recommend ,"['wonderful', 'french', 'bakery', 'the', 'fare', 'is', 'authentic', 'and', 'the', 'staff', 'is', 'delightful', 'i', 'had', 'a', 'vegetable', 'quiche', 'and', 'cappuccino', 'both', 'were', 'fantastic', 'i', 'also', 'got', 'a', 'baguette', 'and', 'madeline', 'cookies', 'to', 'go', 'everything', 'was', 'fresh', 'and', 'delicious', ""i'm"", 'so', 'happy', 'i', 'found', 'this', 'gem', 'highly', 'recommend']","['wonderful', 'french', 'bakery', 'fare', 'authentic', 'staff', 'delightful', 'vegetable', 'quiche', 'cappuccino', 'fantastic', 'also', 'got', 'baguette', 'madeline', 'cookies', 'go', 'everything', 'fresh', 'delicious', 'happy', 'found', 'gem', 'highly', 'recommend']","(2280,[79,201,395,461,465,477,504,703,768,776,792,887,1105,1275,1754,1860,1918,1948,1955,1956,1968,1985,2157,2221,2224],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2280,[79,201,395,461,465,477,504,703,768,776,792,887,1105,1275,1754,1860,1918,1948,1955,1956,1968,1985,2157,2221,2224],[4.505349850705881,1.7019894697993454,3.11905548958599,3.11905548958599,1.3483494295557672,1.7972996496036704,2.10745457790751,3.11905548958599,2.633547673804289,2.800601758467455,1.8312012012793517,1.9026601652614965,2.4904468301636156,4.099884742597716,2.1539745935424026,2.5594397016505672,2.3652836872096095,1.0088422892394002,2.5594397016505672,4.505349850705881,1.4849249645615181,2.3652836872096095,3.4067375620377707,2.2027647577118348,2.89591193827178])",2.5633561820678006
91,91,lovely authentic french bakery this is one of those spots where it's hard to pick out one item from behind the glass every time i walk into la fournette i'm split between which croissant to choose naturally i talk myself into getting two : a chocolate and an almond i also highly recommend the beignets the best i've ever had the only thing keeping la fournette from 5 stars is the amount of seating quiet and relaxing space but i've never been able to sit down perfect to-go option though ,"['lovely', 'authentic', 'french', 'bakery', 'this', 'is', 'one', 'of', 'those', 'spots', 'where', ""it's"", 'hard', 'to', 'pick', 'out', 'one', 'item', 'from', 'behind', 'the', 'glass', 'every', 'time', 'i', 'walk', 'into', 'la', 'fournette', ""i'm"", 'split', 'between', 'which', 'croissant', 'to', 'choose', 'naturally', 'i', 'talk', 'myself', 'into', 'getting', 'two', ':', 'a', 'chocolate', 'and', 'an', 'almond', 'i', 'also', 'highly', 'recommend', 'the', 'beignets', 'the', 'best', ""i've"", 'ever', 'had', 'the', 'only', 'thing', 'keeping', 'la', 'fournette', 'from', '5', 'stars', 'is', 'the', 'amount', 'of', 'seating', 'quiet', 'and', 'relaxing', 'space', 'but', ""i've"", 'never', 'been', 'able', 'to', 'sit', 'down', 'perfect', 'to-go', 'option', 'though']","['lovely', 'authentic', 'french', 'bakery', 'one', 'spots', 'hard', 'pick', 'one', 'item', 'behind', 'glass', 'every', 'time', 'walk', 'la', 'fournette', 'split', 'croissant', 'choose', 'naturally', 'talk', 'getting', 'two', ':', 'chocolate', 'almond', 'also', 'highly', 'recommend', 'beignets', 'best', 'ever', 'thing', 'keeping', 'la', 'fournette', '5', 'stars', 'amount', 'seating', 'quiet', 'relaxing', 'space', 'never', 'able', 'sit', 'perfect', 'to-go', 'option', 'though']","(2280,[3,28,71,74,103,118,412,422,426,527,547,665,715,768,792,797,822,876,891,1067,1068,1070,1086,1404,1408,1474,1505,1569,1589,1618,1625,1652,1653,1690,1725,1754,1776,1819,1857,1866,1948,1964,1968,2045,2110,2136,2166,2221],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2280,[3,28,71,74,103,118,412,422,426,527,547,665,715,768,792,797,822,876,891,1067,1068,1070,1086,1404,1408,1474,1505,1569,1589,1618,1625,1652,1653,1690,1725,1754,1776,1819,1857,1866,1948,1964,1968,2045,2110,2136,2166,2221],[1.6431489697764121,3.0012724539296065,3.4067375620377707,2.5594397016505672,2.800601758467455,3.8122026701459353,3.11905548958599,4.505349850705881,3.4067375620377707,3.4067375620377707,4.126005630673352,3.805320330522993,2.5594397016505672,2.633547673804289,1.8312012012793517,1.8662925210906218,3.2525868822105126,3.5890591188317256,3.11905548958599,1.5349353851361793,2.633547673804289,3.5890591188317256,2.4904468301636156,3.0698707702723587,2.633547673804289,2.063002815336676,4.505349850705881,2.7135903814778253,3.5890591188317256,4.099884742597716,4.505349850705881,3.2525868822105126,2.0204432009178803,4.505349850705881,3.5890591188317256,2.1539745935424026,2.2540580520993854,2.308125273369661,3.0012724539296065,3.2525868822105126,1.0088422892394002,2.1539745935424026,1.4849249645615181,3.0012724539296065,3.11905548958599,4.099884742597716,3.2525868822105126,2.2027647577118348])",2.7947489965272405
92,92,great bakery tried a few things: hazelnut sprintz cookies chocolate muffins and macaroons each thing was very fresh and stayed well the next day too they had stopped making crepes for the day when we went but will be back again to try those ,"['great', 'bakery', 'tried', 'a', 'few', 'things:', 'hazelnut', 'sprintz', 'cookies', 'chocolate', 'muffins', 'and', 'macaroons', 'each', 'thing', 'was', 'very', 'fresh', 'and', 'stayed', 'well', 'the', 'next', 'day', 'too', 'they', 'had', 'stopped', 'making', 'crepes', 'for', 'the', 'day', 'when', 'we', 'went', 'but', 'will', 'be', 'back', 'again', 'to', 'try', 'those']","['great', 'bakery', 'tried', 'things:', 'hazelnut', 'sprintz', 'cookies', 'chocolate', 'muffins', 'macaroons', 'thing', 'fresh', 'stayed', 'well', 'next', 'day', 'stopped', 'making', 'crepes', 'day', 'went', 'back', 'try']","(2280,[68,260,511,703,715,1037,1072,1193,1431,1433,1474,1476,1559,1877,1918,1919,1968,1997,2011,2030,2119,2205],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])","(2280,[68,260,511,703,715,1037,1072,1193,1431,1433,1474,1476,1559,1877,1918,1919,1968,1997,2011,2030,2119,2205],[4.505349850705881,1.3698556347767308,3.8122026701459353,3.11905548958599,2.5594397016505672,2.308125273369661,4.505349850705881,2.4259083090260445,2.7135903814778253,4.099884742597716,2.063002815336676,4.505349850705881,2.1539745935424026,2.5594397016505672,2.3652836872096095,2.800601758467455,1.4849249645615181,3.0012724539296065,2.7135903814778253,1.7327611284660993,1.055362304874293,3.8808009864886874])",2.6841359361196897
93,93,my wife and i stopped in here on a whim our first week in chicago and we fell in love we were greeted by the wonderful staff and they helped us pick out some great authentic french food the environment is charming and vintage and we felt like we were in a french cafe even though neither of us have been to france highly recommended ,"['my', 'wife', 'and', 'i', 'stopped', 'in', 'here', 'on', 'a', 'whim', 'our', 'first', 'week', 'in', 'chicago', 'and', 'we', 'fell', 'in', 'love', 'we', 'were', 'greeted', 'by', 'the', 'wonderful', 'staff', 'and', 'they', 'helped', 'us', 'pick', 'out', 'some', 'great', 'authentic', 'french', 'food', 'the', 'environment', 'is', 'charming', 'and', 'vintage', 'and', 'we', 'felt', 'like', 'we', 'were', 'in', 'a', 'french', 'cafe', 'even', 'though', 'neither', 'of', 'us', 'have', 'been', 'to', 'france', 'highly', 'recommended']","['wife', 'stopped', 'whim', 'first', 'week', 'chicago', 'fell', 'love', 'greeted', 'wonderful', 'staff', 'helped', 'us', 'pick', 'great', 'authentic', 'french', 'food', 'environment', 'charming', 'vintage', 'felt', 'like', 'french', 'cafe', 'even', 'though', 'neither', 'us', 'france', 'highly', 'recommended']","(2280,[21,150,201,208,240,260,295,341,418,690,763,768,866,920,1103,1105,1173,1193,1652,1718,1754,1779,1819,1882,1948,1997,2017,2046,2052,2235],[1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(2280,[21,150,201,208,240,260,295,341,418,690,763,768,866,920,1103,1105,1173,1193,1652,1718,1754,1779,1819,1882,1948,1997,2017,2046,2052,2235],[3.4067375620377707,4.505349850705881,1.7019894697993454,6.505173764421025,3.8122026701459353,1.3698556347767308,2.89591193827178,4.099884742597716,2.063002815336676,1.5349353851361793,4.099884742597716,2.633547673804289,3.5890591188317256,1.6721365066496643,2.3652836872096095,2.4904468301636156,1.8662925210906218,2.4259083090260445,3.2525868822105126,3.4067375620377707,2.1539745935424026,4.099884742597716,2.308125273369661,3.4067375620377707,2.0176845784788005,3.0012724539296065,2.89591193827178,2.1539745935424026,3.5890591188317256,1.8662925210906218])",2.724682657579472
94,94,okay maybe i missed something but it was not good at all  maybe i was there on a off dayi ordered ham cheese and the sauscion sandwich french onion and hazelnut donut for $30 expensive even for old town first the bread was hard as a rock i get crusty french bread but this was day old bread it hurt the roof of my mouth chewing it and 5 meager slices of salami on a $10 sandwich pathetic ham and cheese was a little better but same day old bread i could pound on the table with the ingredients again paltry the soup was the only thing that was ok now the french donut benet sp was so dry i had to use water to choke it down seriously i'm not a picky eater but the einstein bagels next door has better sandwiches i was really misled with all the great reviews which is rare on here maybe no one has been to france around the neighborhood but no where near the fine dining and casual food they are known for also will say staff was nice so that's a plus this review was solely on my food experience ,"['okay', 'maybe', 'i', 'missed', 'something', 'but', 'it', 'was', 'not', 'good', 'at', 'all', '', 'maybe', 'i', 'was', 'there', 'on', 'a', 'off', 'dayi', 'ordered', 'ham', 'cheese', 'and', 'the', 'sauscion', 'sandwich', 'french', 'onion', 'and', 'hazelnut', 'donut', 'for', '$30', 'expensive', 'even', 'for', 'old', 'town', 'first', 'the', 'bread', 'was', 'hard', 'as', 'a', 'rock', 'i', 'get', 'crusty', 'french', 'bread', 'but', 'this', 'was', 'day', 'old', 'bread', 'it', 'hurt', 'the', 'roof', 'of', 'my', 'mouth', 'chewing', 'it', 'and', '5', 'meager', 'slices', 'of', 'salami', 'on', 'a', '$10', 'sandwich', 'pathetic', 'ham', 'and', 'cheese', 'was', 'a', 'little', 'better', 'but', 'same', 'day', 'old', 'bread', 'i', 'could', 'pound', 'on', 'the', 'table', 'with', 'the', 'ingredients', 'again', 'paltry', 'the', 'soup', 'was', 'the', 'only', 'thing', 'that', 'was', 'ok', 'now', 'the', 'french', 'donut', 'benet', 'sp', 'was', 'so', 'dry', 'i', 'had', 'to', 'use', 'water', 'to', 'choke', 'it', 'down', 'seriously', ""i'm"", 'not', 'a', 'picky', 'eater', 'but', 'the', 'einstein', 'bagels', 'next', 'door', 'has', 'better', 'sandwiches', 'i', 'was', 'really', 'misled', 'with', 'all', 'the', 'great', 'reviews', 'which', 'is', 'rare', 'on', 'here', 'maybe', 'no', 'one', 'has', 'been', 'to', 'france', 'around', 'the', 'neighborhood', 'but', 'no', 'where', 'near', 'the', 'fine', 'dining', 'and', 'casual', 'food', 'they', 'are', 'known', 'for', 'also', 'will', 'say', 'staff', 'was', 'nice', 'so', ""that's"", 'a', 'plus', 'this', 'review', 'was', 'solely', 'on', 'my', 'food', 'experience']","['okay', 'maybe', 'missed', 'something', 'good', '', 'maybe', 'dayi', 'ordered', 'ham', 'cheese', 'sauscion', 'sandwich', 'french', 'onion', 'hazelnut', 'donut', '$30', 'expensive', 'even', 'old', 'town', 'first', 'bread', 'hard', 'rock', 'get', 'crusty', 'french', 'bread', 'day', 'old', 'bread', 'hurt', 'roof', 'mouth', 'chewing', '5', 'meager', 'slices', 'salami', '$10', 'sandwich', 'pathetic', 'ham', 'cheese', 'little', 'better', 'day', 'old', 'bread', 'pound', 'table', 'ingredients', 'paltry', 'soup', 'thing', 'ok', 'french', 'donut', 'benet', 'sp', 'dry', 'use', 'water', 'choke', 'seriously', 'picky', 'eater', 'einstein', 'bagels', 'next', 'door', 'better', 'sandwiches', 'really', 'misled', 'great', 'reviews', 'rare', 'maybe', 'one', 'france', 'around', 'neighborhood', 'near', 'fine', 'dining', 'casual', 'food', 'known', 'also', 'say', 'staff', 'nice', 'plus', 'review', 'solely', 'food', 'experience']","(2280,[39,41,58,201,212,256,260,295,310,312,337,346,371,397,406,442,488,497,515,524,589,595,606,658,715,724,756,769,784,792,989,1009,1014,1025,1030,1037,1041,1091,1103,1118,1173,1182,1193,1223,1231,1247,1250,1253,1271,1287,1288,1352,1393,1404,1409,1454,1486,1569,1631,1637,1656,1669,1694,1700,1771,1786,1798,1847,1861,1940,1948,1977,1988,2045,2046,2073,2104,2122,2136,2172,2179,2205,2240,2279],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0])","(2280,[39,41,58,201,212,256,260,295,310,312,337,346,371,397,406,442,488,497,515,524,589,595,606,658,715,724,756,769,784,792,989,1009,1014,1025,1030,1037,1041,1091,1103,1118,1173,1182,1193,1223,1231,1247,1250,1253,1271,1287,1288,1352,1393,1404,1409,1454,1486,1569,1631,1637,1656,1669,1694,1700,1771,1786,1798,1847,1861,1940,1948,1977,1988,2045,2046,2073,2104,2122,2136,2172,2179,2205,2240,2279],[1.4608274129824574,4.505349850705881,5.267095347608578,1.7019894697993454,3.11905548958599,3.8122026701459353,1.3698556347767308,2.89591193827178,2.800601758467455,6.061329602753641,2.800601758467455,3.2525868822105126,4.099884742597716,3.8122026701459353,8.199769485195432,4.505349850705881,1.0713626462207342,4.099884742597716,2.063002815336676,4.099884742597716,4.505349850705881,4.505349850705881,3.3442730132993286,2.800601758467455,2.5594397016505672,3.5890591188317256,4.505349850705881,4.505349850705881,4.505349850705881,1.8312012012793517,4.099884742597716,3.4067375620377707,3.8122026701459353,2.633547673804289,1.5875791186216013,2.308125273369661,3.8122026701459353,3.5890591188317256,2.3652836872096095,2.633547673804289,3.7325850421812437,4.099884742597716,2.4259083090260445,3.4067375620377707,1.9404004932443437,4.505349850705881,2.1539745935424026,4.099884742597716,3.4067375620377707,3.4067375620377707,2.3652836872096095,4.099884742597716,3.11905548958599,1.5349353851361793,2.0204432009178803,4.099884742597716,4.505349850705881,2.7135903814778253,3.5890591188317256,3.5890591188317256,4.730567374419219,4.505349850705881,3.4067375620377707,4.505349850705881,3.5890591188317256,3.4067375620377707,2.7135903814778253,3.11905548958599,5.267095347608578,3.5890591188317256,3.026526867718201,7.189198598414682,3.2525868822105126,3.0012724539296065,2.1539745935424026,1.979621206397625,3.8122026701459353,3.5890591188317256,4.099884742597716,3.5890591188317256,3.8122026701459353,3.8808009864886874,4.505349850705881,9.35716646875797])",2.987944978116617
95,95,very cute family run french bakery might not be fancy compare to other french bakeries in chicago but i love this place better than the other places staff is very friendly i am a regular for their signature miche bread highly recommend their cookiesvery european soup and sandwiches are delicious ,"['very', 'cute', 'family', 'run', 'french', 'bakery', 'might', 'not', 'be', 'fancy', 'compare', 'to', 'other', 'french', 'bakeries', 'in', 'chicago', 'but', 'i', 'love', 'this', 'place', 'better', 'than', 'the', 'other', 'places', 'staff', 'is', 'very', 'friendly', 'i', 'am', 'a', 'regular', 'for', 'their', 'signature', 'miche', 'bread', 'highly', 'recommend', 'their', 'cookiesvery', 'european', 'soup', 'and', 'sandwiches', 'are', 'delicious']","['cute', 'family', 'run', 'french', 'bakery', 'might', 'fancy', 'compare', 'french', 'bakeries', 'chicago', 'love', 'place', 'better', 'places', 'staff', 'friendly', 'regular', 'signature', 'miche', 'bread', 'highly', 'recommend', 'cookiesvery', 'european', 'soup', 'sandwiches', 'delicious']","(2280,[29,124,201,418,465,673,691,744,768,810,873,920,949,1118,1409,1832,1861,1948,1959,1968,1977,2031,2116,2127,2157,2221,2265],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2280,[29,124,201,418,465,673,691,744,768,810,873,920,949,1118,1409,1832,1861,1948,1959,1968,1977,2031,2116,2127,2157,2221,2265],[1.5875791186216013,3.5890591188317256,1.7019894697993454,2.063002815336676,1.3483494295557672,2.4259083090260445,4.099884742597716,3.4067375620377707,2.633547673804289,3.5890591188317256,3.11905548958599,1.6721365066496643,1.8662925210906218,2.633547673804289,2.0204432009178803,4.099884742597716,2.633547673804289,2.0176845784788005,2.5594397016505672,1.4849249645615181,1.7972996496036704,1.0241097613701886,3.0012724539296065,3.4067375620377707,3.4067375620377707,2.2027647577118348,3.4067375620377707])",2.457061918582593
96,96,what a gem the smell is exhilarating the pastries are delicious and diverse what s cool neighborhood we had never been to old town if you are going to visit chicago take the brisk walk to get here and reward yourself with a treat ,"['what', 'a', 'gem', 'the', 'smell', 'is', 'exhilarating', 'the', 'pastries', 'are', 'delicious', 'and', 'diverse', 'what', 's', 'cool', 'neighborhood', 'we', 'had', 'never', 'been', 'to', 'old', 'town', 'if', 'you', 'are', 'going', 'to', 'visit', 'chicago', 'take', 'the', 'brisk', 'walk', 'to', 'get', 'here', 'and', 'reward', 'yourself', 'with', 'a', 'treat']","['gem', 'smell', 'exhilarating', 'pastries', 'delicious', 'diverse', 'cool', 'neighborhood', 'never', 'old', 'town', 'going', 'visit', 'chicago', 'take', 'brisk', 'walk', 'get', 'reward', 'treat']","(2280,[39,312,413,418,465,515,583,642,667,776,795,822,1055,1086,1187,1679,1735,1798,2231,2257],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2280,[39,312,413,418,465,515,583,642,667,776,795,822,1055,1086,1187,1679,1735,1798,2231,2257],[1.4608274129824574,2.0204432009178803,3.11905548958599,2.063002815336676,1.3483494295557672,2.063002815336676,4.505349850705881,4.505349850705881,2.89591193827178,2.800601758467455,3.8122026701459353,3.2525868822105126,2.800601758467455,2.4904468301636156,4.099884742597716,1.6149780928097157,4.505349850705881,2.7135903814778253,3.8122026701459353,3.8122026701459353])",2.9847970555368484
97,97,you cannot go wrong with their breads or bagels outstanding breads solid coffee and very nice service i love their pave ,"['you', 'cannot', 'go', 'wrong', 'with', 'their', 'breads', 'or', 'bagels', 'outstanding', 'breads', 'solid', 'coffee', 'and', 'very', 'nice', 'service', 'i', 'love', 'their', 'pave']","['go', 'wrong', 'breads', 'bagels', 'outstanding', 'breads', 'solid', 'coffee', 'nice', 'service', 'love', 'pave']","(2280,[339,358,477,535,721,920,1250,1287,1553,1857,1871],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2280,[339,358,477,535,721,920,1250,1287,1553,1857,1871],[5.1188794033011344,2.4904468301636156,1.7972996496036704,4.505349850705881,3.4067375620377707,1.6721365066496643,2.1539745935424026,3.4067375620377707,1.5875791186216013,3.0012724539296065,1.2282051177137039])",2.530718220692235
98,98,okif i am in the neighborhood i come here if i was closer i would be stopping for macaroons more often the pumpkin flavor was amazing well i haven't found one that i didn't like : the earl gray is surprisingly tasty i missed the straight raspberry but that just means i need to come back by during the summer the cost is high by grocery store standards but the taste makes it seem like you are purchasing a hand-crafted creation instead of just a cookie ,"['okif', 'i', 'am', 'in', 'the', 'neighborhood', 'i', 'come', 'here', 'if', 'i', 'was', 'closer', 'i', 'would', 'be', 'stopping', 'for', 'macaroons', 'more', 'often', 'the', 'pumpkin', 'flavor', 'was', 'amazing', 'well', 'i', ""haven't"", 'found', 'one', 'that', 'i', ""didn't"", 'like', ':', 'the', 'earl', 'gray', 'is', 'surprisingly', 'tasty', 'i', 'missed', 'the', 'straight', 'raspberry', 'but', 'that', 'just', 'means', 'i', 'need', 'to', 'come', 'back', 'by', 'during', 'the', 'summer', 'the', 'cost', 'is', 'high', 'by', 'grocery', 'store', 'standards', 'but', 'the', 'taste', 'makes', 'it', 'seem', 'like', 'you', 'are', 'purchasing', 'a', 'hand-crafted', 'creation', 'instead', 'of', 'just', 'a', 'cookie']","['okif', 'neighborhood', 'come', 'closer', 'stopping', 'macaroons', 'often', 'pumpkin', 'flavor', 'amazing', 'well', 'found', 'one', 'like', ':', 'earl', 'gray', 'surprisingly', 'tasty', 'missed', 'straight', 'raspberry', 'means', 'need', 'come', 'back', 'summer', 'cost', 'high', 'grocery', 'store', 'standards', 'taste', 'makes', 'seem', 'like', 'purchasing', 'hand-crafted', 'creation', 'instead', 'cookie']","(2280,[18,36,148,253,323,353,395,510,574,601,680,690,810,918,991,1024,1041,1063,1091,1160,1180,1218,1320,1375,1404,1494,1649,1674,1777,1798,1877,1943,2030,2084,2108,2117,2119,2166,2259],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(2280,[18,36,148,253,323,353,395,510,574,601,680,690,810,918,991,1024,1041,1063,1091,1160,1180,1218,1320,1375,1404,1494,1649,1674,1777,1798,1877,1943,2030,2084,2108,2117,2119,2166,2259],[4.505349850705881,3.11905548958599,4.099884742597716,4.099884742597716,3.2525868822105126,3.5890591188317256,3.11905548958599,4.099884742597716,2.5594397016505672,3.5890591188317256,3.5890591188317256,3.0698707702723587,3.5890591188317256,3.5890591188317256,4.099884742597716,3.4067375620377707,3.8122026701459353,3.5890591188317256,3.5890591188317256,2.5594397016505672,4.505349850705881,1.7972996496036704,3.8122026701459353,2.4259083090260445,1.5349353851361793,2.2027647577118348,4.099884742597716,4.505349850705881,2.89591193827178,2.7135903814778253,2.5594397016505672,3.5890591188317256,1.7327611284660993,4.851816618052089,3.0012724539296065,4.505349850705881,1.055362304874293,3.2525868822105126,4.099884742597716])",3.1723761282136524
99,99,excellent fresh products one of the friendliest staffs that i've ever seen in chicago,"['excellent', 'fresh', 'products', 'one', 'of', 'the', 'friendliest', 'staffs', 'that', ""i've"", 'ever', 'seen', 'in', 'chicago']","['excellent', 'fresh', 'products', 'one', 'friendliest', 'staffs', 'ever', 'seen', 'chicago']","(2280,[74,140,382,418,697,881,1313,1404,1918],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2280,[74,140,382,418,697,881,1313,1404,1918],[2.5594397016505672,3.4067375620377707,4.099884742597716,2.063002815336676,3.8122026701459353,2.5594397016505672,4.099884742597716,1.5349353851361793,2.3652836872096095])",2.9445345564847485
100,100,the hazelnut crepe and breakfast sandwich were good i was expecting the treats to be as good however i think the macaroons were old or made incorrectly they were too hard i got 6 and got 1 that was actually the right texture i was very disappointed ,"['the', 'hazelnut', 'crepe', 'and', 'breakfast', 'sandwich', 'were', 'good', 'i', 'was', 'expecting', 'the', 'treats', 'to', 'be', 'as', 'good', 'however', 'i', 'think', 'the', 'macaroons', 'were', 'old', 'or', 'made', 'incorrectly', 'they', 'were', 'too', 'hard', 'i', 'got', '6', 'and', 'got', '1', 'that', 'was', 'actually', 'the', 'right', 'texture', 'i', 'was', 'very', 'disappointed']","['hazelnut', 'crepe', 'breakfast', 'sandwich', 'good', 'expecting', 'treats', 'good', 'however', 'think', 'macaroons', 'old', 'made', 'incorrectly', 'hard', 'got', '6', 'got', '1', 'actually', 'right', 'texture', 'disappointed']","(2280,[58,312,488,684,864,887,913,924,984,1037,1058,1175,1217,1319,1527,1774,1959,2045,2119,2230,2235],[1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2280,[58,312,488,684,864,887,913,924,984,1037,1058,1175,1217,1319,1527,1774,1959,2045,2119,2230,2235],[2.633547673804289,2.0204432009178803,2.1427252924414684,2.4259083090260445,3.8122026701459353,3.805320330522993,3.2525868822105126,2.063002815336676,2.4259083090260445,2.308125273369661,4.505349850705881,3.0012724539296065,3.4067375620377707,3.4067375620377707,3.4067375620377707,2.800601758467455,2.5594397016505672,3.0012724539296065,1.055362304874293,2.89591193827178,1.8662925210906218])",2.5563254967754188
