,word_count,Branch
1399,1,Damen
1400,1,Damen
1401,1,Damen
1402,1,Damen
1403,1,Damen
1404,1,Damen
1405,1,Damen
1406,1,Damen
1407,1,Damen
1408,1,Damen
1409,1,Damen
1410,1,Damen
1411,1,Damen
1412,1,Damen
1413,1,Damen
1414,1,Damen
1415,1,Damen
1416,1,Damen
1417,1,Damen
1418,1,Damen
1419,1,Damen
1420,1,Damen
1421,1,Damen
1422,1,Damen
1423,1,Damen
1424,1,Damen
1425,1,Damen
1426,1,Damen
1427,1,Damen
1428,1,Damen
1429,1,Damen
1430,1,Damen
1431,1,Damen
1432,1,Damen
1433,1,Damen
1434,1,Damen
1435,1,Damen
1436,1,Damen
1437,1,Damen
1438,1,Damen
1439,1,Damen
1440,1,Damen
1441,1,Damen
1442,1,Damen
1443,1,Damen
1444,1,Damen
1445,1,Damen
1446,1,Damen
1447,1,Damen
1448,1,Damen
1449,1,Damen
1450,1,Damen
1451,1,Damen
1452,1,Damen
1453,1,Damen
1454,1,Damen
1455,1,Damen
1456,1,Damen
1457,1,Damen
1458,1,Damen
1459,1,Damen
1460,1,Damen
1461,100,Belmont
1462,92,Belmont
1463,81,Belmont
1464,80,Belmont
1465,76,Belmont
1466,75,Belmont
1467,66,Belmont
1468,65,Belmont
1469,62,Belmont
1470,54,Belmont
1471,54,Belmont
1472,53,Belmont
1473,53,Belmont
1474,52,Belmont
1475,51,Belmont
1476,51,Belmont
1477,46,Belmont
1478,46,Belmont
1479,43,Belmont
1480,43,Belmont
1481,42,Belmont
1482,41,Belmont
1483,41,Belmont
1484,41,Belmont
1485,40,Belmont
1486,39,Belmont
1487,39,Belmont
1488,38,Belmont
1489,36,Belmont
1490,36,Belmont
1491,35,Belmont
1492,34,Belmont
1493,33,Belmont
1494,33,Belmont
1495,30,Belmont
1496,29,Belmont
1497,29,Belmont
1498,28,Belmont
1499,28,Belmont
1500,28,Belmont
1501,27,Belmont
1502,26,Belmont
1503,26,Belmont
1504,26,Belmont
1505,25,Belmont
1506,25,Belmont
1507,24,Belmont
1508,24,Belmont
1509,24,Belmont
1510,24,Belmont
1511,24,Belmont
1512,23,Belmont
1513,23,Belmont
1514,23,Belmont
1515,22,Belmont
1516,22,Belmont
1517,21,Belmont
1518,21,Belmont
1519,21,Belmont
1520,21,Belmont
1521,21,Belmont
1522,21,Belmont
1523,20,Belmont
1524,20,Belmont
1525,20,Belmont
1526,20,Belmont
1527,20,Belmont
1528,20,Belmont
1529,20,Belmont
1530,20,Belmont
1531,20,Belmont
1532,20,Belmont
1533,19,Belmont
1534,19,Belmont
1535,19,Belmont
1536,19,Belmont
1537,19,Belmont
1538,19,Belmont
1539,18,Belmont
1540,18,Belmont
1541,18,Belmont
1542,18,Belmont
1543,18,Belmont
1544,17,Belmont
1545,17,Belmont
1546,17,Belmont
1547,17,Belmont
1548,17,Belmont
1549,17,Belmont
1550,17,Belmont
1551,17,Belmont
1552,17,Belmont
1553,16,Belmont
1554,16,Belmont
1555,16,Belmont
1556,16,Belmont
1557,16,Belmont
1558,16,Belmont
1559,16,Belmont
1560,16,Belmont
1561,16,Belmont
1562,15,Belmont
1563,15,Belmont
1564,15,Belmont
1565,15,Belmont
1566,15,Belmont
1567,15,Belmont
1568,15,Belmont
1569,15,Belmont
1570,15,Belmont
1571,15,Belmont
1572,15,Belmont
1573,15,Belmont
1574,14,Belmont
1575,14,Belmont
1576,14,Belmont
1577,14,Belmont
1578,14,Belmont
1579,14,Belmont
1580,14,Belmont
1581,14,Belmont
1582,14,Belmont
1583,14,Belmont
1584,14,Belmont
1585,14,Belmont
1586,14,Belmont
1587,14,Belmont
1588,14,Belmont
1589,14,Belmont
1590,14,Belmont
1591,14,Belmont
1592,13,Belmont
1593,13,Belmont
1594,13,Belmont
1595,13,Belmont
1596,13,Belmont
1597,13,Belmont
1598,13,Belmont
1599,13,Belmont
1600,13,Belmont
1601,13,Belmont
1602,13,Belmont
1603,13,Belmont
1604,13,Belmont
1605,13,Belmont
1606,13,Belmont
1607,13,Belmont
1608,13,Belmont
1609,13,Belmont
1610,13,Belmont
1611,13,Belmont
1612,12,Belmont
1613,12,Belmont
1614,12,Belmont
1615,12,Belmont
1616,12,Belmont
1617,12,Belmont
1618,12,Belmont
1619,12,Belmont
1620,12,Belmont
1621,12,Belmont
1622,12,Belmont
1623,11,Belmont
1624,11,Belmont
1625,11,Belmont
1626,11,Belmont
1627,11,Belmont
1628,11,Belmont
1629,11,Belmont
1630,11,Belmont
1631,11,Belmont
1632,11,Belmont
1633,11,Belmont
1634,11,Belmont
1635,11,Belmont
1636,11,Belmont
1637,11,Belmont
1638,11,Belmont
1639,11,Belmont
