Department,date,year,MonthN,WeekD,SEASONAL,DAY_PART,Quantity,Net Total,Avg Sale per Product
Bakery,7/27/16,2016,7,Wed,Hot Season,02-Afternoon,1,2,2
Bakery,7/27/16,2016,7,Wed,Hot Season,04-Evening,2,12,6
Bakery,7/28/16,2016,7,Thu,Hot Season,01-Morning,2,4,2
Bakery,7/28/16,2016,7,Thu,Hot Season,02-Afternoon,4,10,2.5
Bakery,7/28/16,2016,7,Thu,Hot Season,03-Early Evening,2,8,4
Bakery,7/28/16,2016,7,Thu,Hot Season,04-Evening,1,4,4
Bakery,7/29/16,2016,7,Fri,Hot Season,01-Morning,4,8,2
Bakery,7/29/16,2016,7,Fri,Hot Season,02-Afternoon,12,39,3.25
Bakery,7/29/16,2016,7,Fri,Hot Season,03-Early Evening,4,13,3.25
Bakery,7/30/16,2016,7,Sat,Hot Season,01-Morning,4,19,4.75
Bakery,7/30/16,2016,7,Sat,Hot Season,02-Afternoon,3,14,4.666666667
Bakery,7/30/16,2016,7,Sat,Hot Season,03-Early Evening,4,24,6
Bakery,7/31/16,2016,7,Sun,Hot Season,01-Morning,6,26.5,4.416666667
Bakery,7/31/16,2016,7,Sun,Hot Season,02-Afternoon,1,5,5
Bakery,8/2/16,2016,8,Tue,Hot Season,01-Morning,2,11.5,5.75
Bakery,8/2/16,2016,8,Tue,Hot Season,02-Afternoon,4,15,3.75
Bakery,8/2/16,2016,8,Tue,Hot Season,04-Evening,1,2.5,2.5
Bakery,8/3/16,2016,8,Wed,Hot Season,01-Morning,1,2.5,2.5
Bakery,8/3/16,2016,8,Wed,Hot Season,02-Afternoon,1,2.5,2.5
Bakery,8/3/16,2016,8,Wed,Hot Season,03-Early Evening,1,2,2
Bakery,8/4/16,2016,8,Thu,Hot Season,01-Morning,3,17,5.666666667
Bakery,8/4/16,2016,8,Thu,Hot Season,02-Afternoon,4,12,3
Bakery,8/4/16,2016,8,Thu,Hot Season,03-Early Evening,2,7.5,3.75
Bakery,8/4/16,2016,8,Thu,Hot Season,04-Evening,1,6,6
Bakery,8/5/16,2016,8,Fri,Hot Season,01-Morning,2,4.5,2.25
Bakery,8/5/16,2016,8,Fri,Hot Season,02-Afternoon,5,25,5
Bakery,8/5/16,2016,8,Fri,Hot Season,03-Early Evening,5,18,3.6
Bakery,8/5/16,2016,8,Fri,Hot Season,04-Evening,2,9.75,4.875
Bakery,8/6/16,2016,8,Sat,Hot Season,01-Morning,4,17,4.25
Bakery,8/6/16,2016,8,Sat,Hot Season,02-Afternoon,13,42.25,3.25
Bakery,8/8/16,2016,8,Mon,Hot Season,01-Morning,1,6,6
Bakery,8/8/16,2016,8,Mon,Hot Season,02-Afternoon,1,7.5,7.5
Bakery,8/8/16,2016,8,Mon,Hot Season,03-Early Evening,1,6,6
Bakery,8/8/16,2016,8,Mon,Hot Season,04-Evening,1,6,6
Bakery,8/9/16,2016,8,Tue,Hot Season,01-Morning,3,15.5,5.166666667
Bakery,8/9/16,2016,8,Tue,Hot Season,02-Afternoon,1,2,2
Bakery,8/10/16,2016,8,Wed,Hot Season,01-Morning,1,2,2
Bakery,8/11/16,2016,8,Thu,Hot Season,01-Morning,4,16,4
Bakery,8/11/16,2016,8,Thu,Hot Season,02-Afternoon,2,9.5,4.75
Bakery,8/11/16,2016,8,Thu,Hot Season,03-Early Evening,1,6,6
Bakery,8/12/16,2016,8,Fri,Hot Season,01-Morning,2,9.5,4.75
Bakery,8/12/16,2016,8,Fri,Hot Season,03-Early Evening,1,2,2
Bakery,8/13/16,2016,8,Sat,Hot Season,01-Morning,1,2,2
Bakery,8/13/16,2016,8,Sat,Hot Season,02-Afternoon,1,7.5,7.5
Bakery,8/13/16,2016,8,Sat,Hot Season,03-Early Evening,3,13.7,4.566666667
Bakery,8/14/16,2016,8,Sun,Hot Season,01-Morning,1,7.5,7.5
Bakery,8/16/16,2016,8,Tue,Hot Season,01-Morning,1,2,2
Bakery,8/16/16,2016,8,Tue,Hot Season,02-Afternoon,4,23,5.75
Bakery,8/17/16,2016,8,Wed,Hot Season,01-Morning,5,21,4.2
Bakery,8/17/16,2016,8,Wed,Hot Season,02-Afternoon,2,7.75,3.875
Bakery,8/17/16,2016,8,Wed,Hot Season,03-Early Evening,1,6,6
Bakery,8/18/16,2016,8,Thu,Hot Season,01-Morning,3,7.75,2.583333333
Bakery,8/18/16,2016,8,Thu,Hot Season,02-Afternoon,5,25.5,5.1
Bakery,8/18/16,2016,8,Thu,Hot Season,03-Early Evening,1,3.75,3.75
Bakery,8/18/16,2016,8,Thu,Hot Season,04-Evening,1,3.75,3.75
Bakery,8/19/16,2016,8,Fri,Hot Season,01-Morning,2,7.5,3.75
Bakery,8/19/16,2016,8,Fri,Hot Season,02-Afternoon,5,17.25,3.45
Bakery,8/20/16,2016,8,Sat,Hot Season,01-Morning,2,13.5,6.75
Bakery,8/20/16,2016,8,Sat,Hot Season,02-Afternoon,3,16.5,5.5
Bakery,8/20/16,2016,8,Sat,Hot Season,03-Early Evening,1,5,5
Bakery,8/21/16,2016,8,Sun,Hot Season,01-Morning,1,6,6
Bakery,8/22/16,2016,8,Mon,Hot Season,01-Morning,3,12,4
Bakery,8/22/16,2016,8,Mon,Hot Season,02-Afternoon,3,14,4.666666667
Bakery,8/22/16,2016,8,Mon,Hot Season,03-Early Evening,3,14,4.666666667
Bakery,8/22/16,2016,8,Mon,Hot Season,04-Evening,1,4,4
Bakery,8/23/16,2016,8,Tue,Hot Season,01-Morning,3,14,4.666666667
Bakery,8/23/16,2016,8,Tue,Hot Season,02-Afternoon,6,24,4
Bakery,8/23/16,2016,8,Tue,Hot Season,03-Early Evening,1,6,6
Bakery,8/24/16,2016,8,Wed,Hot Season,02-Afternoon,2,4,2
Bakery,8/24/16,2016,8,Wed,Hot Season,03-Early Evening,1,4,4
Bakery,8/24/16,2016,8,Wed,Hot Season,04-Evening,1,2,2
Bakery,8/25/16,2016,8,Thu,Hot Season,01-Morning,1,4,4
Bakery,8/25/16,2016,8,Thu,Hot Season,02-Afternoon,2,6,3
Bakery,8/25/16,2016,8,Thu,Hot Season,03-Early Evening,3,10,3.333333333
Bakery,8/26/16,2016,8,Fri,Hot Season,01-Morning,3,10,3.333333333
Bakery,8/26/16,2016,8,Fri,Hot Season,02-Afternoon,3,8,2.666666667
Bakery,8/26/16,2016,8,Fri,Hot Season,03-Early Evening,1,4,4
Bakery,8/27/16,2016,8,Sat,Hot Season,01-Morning,5,16,3.2
Bakery,8/27/16,2016,8,Sat,Hot Season,02-Afternoon,4,23,5.75
Bakery,8/27/16,2016,8,Sat,Hot Season,04-Evening,1,2,2
Bakery,8/29/16,2016,8,Mon,Hot Season,03-Early Evening,3,6,2
Bakery,8/30/16,2016,8,Tue,Hot Season,01-Morning,9,33.5,3.722222222
Bakery,8/30/16,2016,8,Tue,Hot Season,02-Afternoon,6,31,5.166666667
Bakery,8/30/16,2016,8,Tue,Hot Season,03-Early Evening,1,2,2
Bakery,8/31/16,2016,8,Wed,Hot Season,01-Morning,3,10,3.333333333
Bakery,8/31/16,2016,8,Wed,Hot Season,02-Afternoon,2,6,3
Bakery,8/31/16,2016,8,Wed,Hot Season,03-Early Evening,7,24,3.428571429
Bakery,8/31/16,2016,8,Wed,Hot Season,04-Evening,1,3,3
Bakery,9/1/16,2016,9,Thu,Cool Season,01-Morning,3,16,5.333333333
Bakery,9/2/16,2016,9,Fri,Cool Season,01-Morning,2,12,6
Bakery,9/2/16,2016,9,Fri,Cool Season,02-Afternoon,1,4,4
Bakery,9/2/16,2016,9,Fri,Cool Season,03-Early Evening,1,3,3
Bakery,9/3/16,2016,9,Sat,Cool Season,01-Morning,1,4.5,4.5
Bakery,9/3/16,2016,9,Sat,Cool Season,02-Afternoon,2,12,6
Bakery,9/6/16,2016,9,Tue,Cool Season,01-Morning,2,8,4
Bakery,9/6/16,2016,9,Tue,Cool Season,02-Afternoon,3,12,4
Bakery,9/6/16,2016,9,Tue,Cool Season,03-Early Evening,1,4,4
Bakery,9/7/16,2016,9,Wed,Cool Season,01-Morning,2,11.5,5.75
Bakery,9/7/16,2016,9,Wed,Cool Season,02-Afternoon,3,12,4
Bakery,9/7/16,2016,9,Wed,Cool Season,04-Evening,2,10,5
Bakery,9/8/16,2016,9,Thu,Cool Season,01-Morning,4,17,4.25
Bakery,9/8/16,2016,9,Thu,Cool Season,02-Afternoon,2,9,4.5
Bakery,9/8/16,2016,9,Thu,Cool Season,03-Early Evening,2,8,4
Bakery,9/9/16,2016,9,Fri,Cool Season,01-Morning,1,7.5,7.5
Bakery,9/9/16,2016,9,Fri,Cool Season,02-Afternoon,3,16.5,5.5
Bakery,9/10/16,2016,9,Sat,Cool Season,01-Morning,6,24,4
Bakery,9/10/16,2016,9,Sat,Cool Season,03-Early Evening,1,4,4
Bakery,9/11/16,2016,9,Sun,Cool Season,01-Morning,1,7.5,7.5
Bakery,9/11/16,2016,9,Sun,Cool Season,02-Afternoon,2,8,4
Bakery,9/12/16,2016,9,Mon,Cool Season,02-Afternoon,3,11.6,3.866666667
Bakery,9/12/16,2016,9,Mon,Cool Season,04-Evening,1,4,4
Bakery,9/13/16,2016,9,Tue,Cool Season,01-Morning,1,7.5,7.5
Bakery,9/13/16,2016,9,Tue,Cool Season,02-Afternoon,4,17,4.25
Bakery,9/13/16,2016,9,Tue,Cool Season,03-Early Evening,2,8,4
Bakery,9/14/16,2016,9,Wed,Cool Season,02-Afternoon,2,12,6
Bakery,9/14/16,2016,9,Wed,Cool Season,03-Early Evening,1,7.5,7.5
Bakery,9/15/16,2016,9,Thu,Cool Season,03-Early Evening,1,4,4
Bakery,9/16/16,2016,9,Fri,Cool Season,01-Morning,1,4.05,4.05
Bakery,9/16/16,2016,9,Fri,Cool Season,02-Afternoon,1,4.5,4.5
Bakery,9/17/16,2016,9,Sat,Cool Season,01-Morning,5,22.5,4.5
Bakery,9/17/16,2016,9,Sat,Cool Season,02-Afternoon,4,18,4.5
Bakery,9/18/16,2016,9,Sun,Cool Season,01-Morning,4,17,4.25
Bakery,9/18/16,2016,9,Sun,Cool Season,02-Afternoon,4,18,4.5
Bakery,9/19/16,2016,9,Mon,Cool Season,01-Morning,4,18,4.5
Bakery,9/19/16,2016,9,Mon,Cool Season,02-Afternoon,2,9,4.5
Bakery,9/19/16,2016,9,Mon,Cool Season,03-Early Evening,3,13,4.333333333
Bakery,9/19/16,2016,9,Mon,Cool Season,04-Evening,1,4,4
Bakery,9/20/16,2016,9,Tue,Cool Season,01-Morning,2,10,5
Bakery,9/20/16,2016,9,Tue,Cool Season,02-Afternoon,1,4,4
Bakery,9/20/16,2016,9,Tue,Cool Season,03-Early Evening,3,14,4.666666667
Bakery,9/20/16,2016,9,Tue,Cool Season,04-Evening,1,5,5
Bakery,9/21/16,2016,9,Wed,Cool Season,01-Morning,4,22.6,5.65
Bakery,9/21/16,2016,9,Wed,Cool Season,03-Early Evening,2,9.5,4.75
Bakery,9/21/16,2016,9,Wed,Cool Season,04-Evening,1,5,5
Bakery,9/22/16,2016,9,Thu,Cool Season,02-Afternoon,1,4.5,4.5
Bakery,9/22/16,2016,9,Thu,Cool Season,03-Early Evening,3,15,5
Bakery,9/23/16,2016,9,Fri,Cool Season,03-Early Evening,1,5,5
Bakery,9/24/16,2016,9,Sat,Cool Season,01-Morning,6,25,4.166666667
Bakery,9/24/16,2016,9,Sat,Cool Season,02-Afternoon,3,17,5.666666667
Bakery,9/25/16,2016,9,Sun,Cool Season,01-Morning,3,16,5.333333333
Bakery,9/27/16,2016,9,Tue,Cool Season,01-Morning,1,4,4
Bakery,9/27/16,2016,9,Tue,Cool Season,02-Afternoon,4,16,4
Bakery,9/27/16,2016,9,Tue,Cool Season,04-Evening,1,5,5
Bakery,9/28/16,2016,9,Wed,Cool Season,01-Morning,3,12.8,4.266666667
Bakery,9/28/16,2016,9,Wed,Cool Season,02-Afternoon,3,12.6,4.2
Bakery,9/28/16,2016,9,Wed,Cool Season,03-Early Evening,1,4.5,4.5
Bakery,9/29/16,2016,9,Thu,Cool Season,01-Morning,3,19.5,6.5
Bakery,9/29/16,2016,9,Thu,Cool Season,02-Afternoon,3,15,5
Bakery,9/29/16,2016,9,Thu,Cool Season,04-Evening,1,4.5,4.5
Bakery,9/30/16,2016,9,Fri,Cool Season,01-Morning,2,10,5
Bakery,9/30/16,2016,9,Fri,Cool Season,02-Afternoon,2,10,5
Bakery,9/30/16,2016,9,Fri,Cool Season,03-Early Evening,3,15,5
Bakery,10/1/16,2016,10,Sat,Cool Season,01-Morning,4,23,5.75
Bakery,10/1/16,2016,10,Sat,Cool Season,02-Afternoon,2,13,6.5
Bakery,10/1/16,2016,10,Sat,Cool Season,03-Early Evening,2,9,4.5
Bakery,10/2/16,2016,10,Sun,Cool Season,01-Morning,4,21,5.25
Bakery,10/2/16,2016,10,Sun,Cool Season,02-Afternoon,2,8.5,4.25
Bakery,10/3/16,2016,10,Mon,Cool Season,01-Morning,1,5,5
Bakery,10/3/16,2016,10,Mon,Cool Season,02-Afternoon,3,15,5
Bakery,10/3/16,2016,10,Mon,Cool Season,03-Early Evening,3,12,4
Bakery,10/3/16,2016,10,Mon,Cool Season,04-Evening,3,15,5
Bakery,10/4/16,2016,10,Tue,Cool Season,01-Morning,1,7.5,7.5
Bakery,10/4/16,2016,10,Tue,Cool Season,02-Afternoon,2,9.5,4.75
Bakery,10/4/16,2016,10,Tue,Cool Season,03-Early Evening,1,4.5,4.5
Bakery,10/5/16,2016,10,Wed,Cool Season,01-Morning,4,19.8,4.95
Bakery,10/5/16,2016,10,Wed,Cool Season,02-Afternoon,1,5,5
Bakery,10/5/16,2016,10,Wed,Cool Season,03-Early Evening,2,10,5
Bakery,10/6/16,2016,10,Thu,Cool Season,01-Morning,2,8.1,4.05
Bakery,10/6/16,2016,10,Thu,Cool Season,02-Afternoon,2,9,4.5
Bakery,10/6/16,2016,10,Thu,Cool Season,03-Early Evening,1,4,4
Bakery,10/6/16,2016,10,Thu,Cool Season,04-Evening,1,4,4
Bakery,10/7/16,2016,10,Fri,Cool Season,01-Morning,1,4,4
Bakery,10/7/16,2016,10,Fri,Cool Season,02-Afternoon,4,18.25,4.5625
Bakery,10/7/16,2016,10,Fri,Cool Season,03-Early Evening,2,8.5,4.25
Bakery,10/7/16,2016,10,Fri,Cool Season,04-Evening,1,5,5
Bakery,10/8/16,2016,10,Sat,Cool Season,01-Morning,8,38.5,4.8125
Bakery,10/8/16,2016,10,Sat,Cool Season,02-Afternoon,1,5,5
Bakery,10/8/16,2016,10,Sat,Cool Season,03-Early Evening,1,5,5
Bakery,10/9/16,2016,10,Sun,Cool Season,01-Morning,1,5,5
Bakery,10/10/16,2016,10,Mon,Cool Season,03-Early Evening,1,5,5
Bakery,10/11/16,2016,10,Tue,Cool Season,01-Morning,3,16.5,5.5
Bakery,10/11/16,2016,10,Tue,Cool Season,02-Afternoon,1,3.6,3.6
Bakery,10/11/16,2016,10,Tue,Cool Season,03-Early Evening,4,17,4.25
Bakery,10/12/16,2016,10,Wed,Cool Season,01-Morning,1,4,4
Bakery,10/12/16,2016,10,Wed,Cool Season,02-Afternoon,1,3.6,3.6
Bakery,10/12/16,2016,10,Wed,Cool Season,04-Evening,1,5,5
Bakery,10/13/16,2016,10,Thu,Cool Season,01-Morning,3,13.5,4.5
Bakery,10/13/16,2016,10,Thu,Cool Season,02-Afternoon,2,9,4.5
Bakery,10/13/16,2016,10,Thu,Cool Season,03-Early Evening,5,22,4.4
Bread,7/25/16,2016,7,Mon,Hot Season,01-Morning,2,10.5,5.25
Bread,7/25/16,2016,7,Mon,Hot Season,02-Afternoon,5,17.5,3.5
Bread,7/25/16,2016,7,Mon,Hot Season,03-Early Evening,12,46,3.833333333
Bread,7/25/16,2016,7,Mon,Hot Season,04-Evening,1,5,5
Bread,7/26/16,2016,7,Tue,Hot Season,01-Morning,17,83.5,4.911764706
Bread,7/26/16,2016,7,Tue,Hot Season,02-Afternoon,19,71,3.736842105
Bread,7/26/16,2016,7,Tue,Hot Season,03-Early Evening,12,41.5,3.458333333
Bread,7/26/16,2016,7,Tue,Hot Season,04-Evening,5,22,4.4
Bread,7/27/16,2016,7,Wed,Hot Season,01-Morning,20,75.5,3.775
Bread,7/27/16,2016,7,Wed,Hot Season,02-Afternoon,12,43,3.583333333
Bread,7/27/16,2016,7,Wed,Hot Season,03-Early Evening,15,63,4.2
Bread,7/27/16,2016,7,Wed,Hot Season,04-Evening,2,10,5
Bread,7/28/16,2016,7,Thu,Hot Season,01-Morning,21,73.5,3.5
Bread,7/28/16,2016,7,Thu,Hot Season,02-Afternoon,11,38.5,3.5
Bread,7/28/16,2016,7,Thu,Hot Season,03-Early Evening,10,34.5,3.45
Bread,7/28/16,2016,7,Thu,Hot Season,04-Evening,3,10.5,3.5
Bread,7/29/16,2016,7,Fri,Hot Season,01-Morning,34,133,3.911764706
Bread,7/29/16,2016,7,Fri,Hot Season,02-Afternoon,21,78.5,3.738095238
Bread,7/29/16,2016,7,Fri,Hot Season,03-Early Evening,10,32.5,3.25
Bread,7/29/16,2016,7,Fri,Hot Season,04-Evening,3,8.5,2.833333333
Bread,7/30/16,2016,7,Sat,Hot Season,01-Morning,32,134,4.1875
Bread,7/30/16,2016,7,Sat,Hot Season,02-Afternoon,17,64.5,3.794117647
Bread,7/30/16,2016,7,Sat,Hot Season,03-Early Evening,5,14,2.8
Bread,7/31/16,2016,7,Sun,Hot Season,01-Morning,32,126,3.9375
Bread,7/31/16,2016,7,Sun,Hot Season,02-Afternoon,25,96.5,3.86
Bread,7/31/16,2016,7,Sun,Hot Season,03-Early Evening,1,2.5,2.5
Bread,8/2/16,2016,8,Tue,Hot Season,01-Morning,23,85.5,3.717391304
Bread,8/2/16,2016,8,Tue,Hot Season,02-Afternoon,12,40,3.333333333
Bread,8/2/16,2016,8,Tue,Hot Season,03-Early Evening,8,28,3.5
Bread,8/2/16,2016,8,Tue,Hot Season,04-Evening,8,23,2.875
Bread,8/3/16,2016,8,Wed,Hot Season,01-Morning,18,73,4.055555556
Bread,8/3/16,2016,8,Wed,Hot Season,02-Afternoon,19,70,3.684210526
Bread,8/3/16,2016,8,Wed,Hot Season,03-Early Evening,10,36.5,3.65
Bread,8/3/16,2016,8,Wed,Hot Season,04-Evening,10,31.5,3.15
Bread,8/4/16,2016,8,Thu,Hot Season,01-Morning,12,45.5,3.791666667
Bread,8/4/16,2016,8,Thu,Hot Season,02-Afternoon,11,41,3.727272727
Bread,8/4/16,2016,8,Thu,Hot Season,03-Early Evening,5,19,3.8
Bread,8/4/16,2016,8,Thu,Hot Season,04-Evening,2,7,3.5
Bread,8/5/16,2016,8,Fri,Hot Season,01-Morning,17,78,4.588235294
Bread,8/5/16,2016,8,Fri,Hot Season,02-Afternoon,12,40,3.333333333
Bread,8/5/16,2016,8,Fri,Hot Season,03-Early Evening,2,9.5,4.75
Bread,8/5/16,2016,8,Fri,Hot Season,04-Evening,1,3.5,3.5
Bread,8/6/16,2016,8,Sat,Hot Season,01-Morning,23,83,3.608695652
Bread,8/6/16,2016,8,Sat,Hot Season,02-Afternoon,16,71.5,4.46875
Bread,8/6/16,2016,8,Sat,Hot Season,03-Early Evening,4,15.5,3.875
Bread,8/7/16,2016,8,Sun,Hot Season,01-Morning,19,77,4.052631579
Bread,8/7/16,2016,8,Sun,Hot Season,02-Afternoon,10,38.5,3.85
Bread,8/8/16,2016,8,Mon,Hot Season,01-Morning,21,73.5,3.5
Bread,8/8/16,2016,8,Mon,Hot Season,02-Afternoon,13,52.5,4.038461538
Bread,8/8/16,2016,8,Mon,Hot Season,03-Early Evening,5,18,3.6
Bread,8/8/16,2016,8,Mon,Hot Season,04-Evening,4,10,2.5
Bread,8/9/16,2016,8,Tue,Hot Season,01-Morning,18,63,3.5
Bread,8/9/16,2016,8,Tue,Hot Season,02-Afternoon,13,45,3.461538462
Bread,8/9/16,2016,8,Tue,Hot Season,03-Early Evening,7,24.5,3.5
Bread,8/9/16,2016,8,Tue,Hot Season,04-Evening,6,21.5,3.583333333
Bread,8/10/16,2016,8,Wed,Hot Season,01-Morning,22,97.5,4.431818182
Bread,8/10/16,2016,8,Wed,Hot Season,02-Afternoon,16,70,4.375
Bread,8/10/16,2016,8,Wed,Hot Season,03-Early Evening,6,23,3.833333333
Bread,8/10/16,2016,8,Wed,Hot Season,04-Evening,5,15.5,3.1
Bread,8/11/16,2016,8,Thu,Hot Season,01-Morning,15,56,3.733333333
Bread,8/11/16,2016,8,Thu,Hot Season,02-Afternoon,16,62,3.875
Bread,8/11/16,2016,8,Thu,Hot Season,03-Early Evening,9,38.5,4.277777778
Bread,8/11/16,2016,8,Thu,Hot Season,04-Evening,2,7,3.5
Bread,8/12/16,2016,8,Fri,Hot Season,01-Morning,20,83,4.15
Bread,8/12/16,2016,8,Fri,Hot Season,02-Afternoon,25,94,3.76
Bread,8/12/16,2016,8,Fri,Hot Season,03-Early Evening,11,36,3.272727273
Bread,8/13/16,2016,8,Sat,Hot Season,01-Morning,30,115.5,3.85
Bread,8/13/16,2016,8,Sat,Hot Season,02-Afternoon,36,147.5,4.097222222
Bread,8/13/16,2016,8,Sat,Hot Season,03-Early Evening,5,20,4
Bread,8/13/16,2016,8,Sat,Hot Season,04-Evening,3,9.5,3.166666667
Bread,8/14/16,2016,8,Sun,Hot Season,01-Morning,14,54.5,3.892857143
Bread,8/14/16,2016,8,Sun,Hot Season,02-Afternoon,19,85,4.473684211
Bread,8/16/16,2016,8,Tue,Hot Season,01-Morning,20,75.5,3.775
Bread,8/16/16,2016,8,Tue,Hot Season,02-Afternoon,17,66,3.882352941
Bread,8/16/16,2016,8,Tue,Hot Season,03-Early Evening,10,31.5,3.15
Bread,8/16/16,2016,8,Tue,Hot Season,04-Evening,5,14.5,2.9
Bread,8/17/16,2016,8,Wed,Hot Season,01-Morning,13,52,4
Bread,8/17/16,2016,8,Wed,Hot Season,02-Afternoon,16,57.5,3.59375
Bread,8/17/16,2016,8,Wed,Hot Season,03-Early Evening,14,50.5,3.607142857
Bread,8/17/16,2016,8,Wed,Hot Season,04-Evening,5,16.5,3.3
Bread,8/18/16,2016,8,Thu,Hot Season,01-Morning,14,58.5,4.178571429
Bread,8/18/16,2016,8,Thu,Hot Season,02-Afternoon,17,53,3.117647059
Bread,8/18/16,2016,8,Thu,Hot Season,03-Early Evening,11,41,3.727272727
Bread,8/18/16,2016,8,Thu,Hot Season,04-Evening,4,13,3.25
Bread,8/19/16,2016,8,Fri,Hot Season,01-Morning,14,64,4.571428571
Bread,8/19/16,2016,8,Fri,Hot Season,02-Afternoon,15,65.45,4.363333333
Bread,8/19/16,2016,8,Fri,Hot Season,03-Early Evening,6,21,3.5
Bread,8/19/16,2016,8,Fri,Hot Season,04-Evening,1,3.5,3.5
Bread,8/20/16,2016,8,Sat,Hot Season,01-Morning,19,66,3.473684211
Bread,8/20/16,2016,8,Sat,Hot Season,02-Afternoon,13,60,4.615384615
Bread,8/20/16,2016,8,Sat,Hot Season,03-Early Evening,5,17,3.4
Bread,8/21/16,2016,8,Sun,Hot Season,01-Morning,25,113,4.52
Bread,8/21/16,2016,8,Sun,Hot Season,02-Afternoon,20,84,4.2
Bread,8/22/16,2016,8,Mon,Hot Season,01-Morning,12,49.5,4.125
Bread,8/22/16,2016,8,Mon,Hot Season,02-Afternoon,11,39,3.545454545
Bread,8/22/16,2016,8,Mon,Hot Season,03-Early Evening,4,16,4
Bread,8/22/16,2016,8,Mon,Hot Season,04-Evening,5,18,3.6
Bread,8/23/16,2016,8,Tue,Hot Season,01-Morning,12,47,3.916666667
Bread,8/23/16,2016,8,Tue,Hot Season,02-Afternoon,13,54,4.153846154
Bread,8/23/16,2016,8,Tue,Hot Season,03-Early Evening,12,43,3.583333333
Bread,8/23/16,2016,8,Tue,Hot Season,04-Evening,3,11,3.666666667
Bread,8/24/16,2016,8,Wed,Hot Season,01-Morning,5,25,5
Bread,8/24/16,2016,8,Wed,Hot Season,02-Afternoon,13,45,3.461538462
Bread,8/24/16,2016,8,Wed,Hot Season,03-Early Evening,13,47,3.615384615
Bread,8/24/16,2016,8,Wed,Hot Season,04-Evening,7,24.5,3.5
Bread,8/25/16,2016,8,Thu,Hot Season,01-Morning,10,41,4.1
Bread,8/25/16,2016,8,Thu,Hot Season,02-Afternoon,10,35,3.5
Bread,8/25/16,2016,8,Thu,Hot Season,03-Early Evening,10,33,3.3
Bread,8/25/16,2016,8,Thu,Hot Season,04-Evening,6,21,3.5
Bread,8/26/16,2016,8,Fri,Hot Season,01-Morning,11,43.5,3.954545455
Bread,8/26/16,2016,8,Fri,Hot Season,02-Afternoon,10,46,4.6
Bread,8/26/16,2016,8,Fri,Hot Season,03-Early Evening,10,32,3.2
Bread,8/26/16,2016,8,Fri,Hot Season,04-Evening,4,13.5,3.375
Bread,8/27/16,2016,8,Sat,Hot Season,01-Morning,29,117,4.034482759
Bread,8/27/16,2016,8,Sat,Hot Season,02-Afternoon,25,98,3.92
Bread,8/27/16,2016,8,Sat,Hot Season,03-Early Evening,8,29.5,3.6875
Bread,8/27/16,2016,8,Sat,Hot Season,04-Evening,1,3.5,3.5
Bread,8/28/16,2016,8,Sun,Hot Season,01-Morning,29,119.5,4.120689655
Bread,8/28/16,2016,8,Sun,Hot Season,02-Afternoon,11,41,3.727272727
Bread,8/28/16,2016,8,Sun,Hot Season,03-Early Evening,3,10.5,3.5
Bread,8/29/16,2016,8,Mon,Hot Season,01-Morning,18,68,3.777777778
Bread,8/29/16,2016,8,Mon,Hot Season,02-Afternoon,17,63.5,3.735294118
Bread,8/29/16,2016,8,Mon,Hot Season,03-Early Evening,11,41,3.727272727
Bread,8/29/16,2016,8,Mon,Hot Season,04-Evening,8,25.5,3.1875
Bread,8/30/16,2016,8,Tue,Hot Season,01-Morning,17,50.5,2.970588235
Bread,8/30/16,2016,8,Tue,Hot Season,02-Afternoon,25,96.5,3.86
Bread,8/30/16,2016,8,Tue,Hot Season,03-Early Evening,12,35,2.916666667
Bread,8/30/16,2016,8,Tue,Hot Season,04-Evening,3,8.5,2.833333333
Bread,8/31/16,2016,8,Wed,Hot Season,01-Morning,26,96,3.692307692
Bread,8/31/16,2016,8,Wed,Hot Season,02-Afternoon,22,79.5,3.613636364
Bread,8/31/16,2016,8,Wed,Hot Season,03-Early Evening,11,38,3.454545455
Bread,8/31/16,2016,8,Wed,Hot Season,04-Evening,5,24,4.8
Bread,9/1/16,2016,9,Thu,Cool Season,01-Morning,14,53,3.785714286
Bread,9/1/16,2016,9,Thu,Cool Season,02-Afternoon,27,105.5,3.907407407
Bread,9/1/16,2016,9,Thu,Cool Season,03-Early Evening,13,45.5,3.5
Bread,9/1/16,2016,9,Thu,Cool Season,04-Evening,5,17.5,3.5
Bread,9/2/16,2016,9,Fri,Cool Season,01-Morning,36,124.75,3.465277778
Bread,9/2/16,2016,9,Fri,Cool Season,02-Afternoon,25,102.5,4.1
Bread,9/2/16,2016,9,Fri,Cool Season,03-Early Evening,25,109.5,4.38
Bread,9/2/16,2016,9,Fri,Cool Season,04-Evening,3,10.5,3.5
Bread,9/3/16,2016,9,Sat,Cool Season,01-Morning,19,69.5,3.657894737
Bread,9/3/16,2016,9,Sat,Cool Season,02-Afternoon,30,121,4.033333333
Bread,9/3/16,2016,9,Sat,Cool Season,03-Early Evening,11,41.5,3.772727273
Bread,9/4/16,2016,9,Sun,Cool Season,01-Morning,20,77,3.85
Bread,9/4/16,2016,9,Sun,Cool Season,02-Afternoon,22,82,3.727272727
Bread,9/6/16,2016,9,Tue,Cool Season,01-Morning,18,66.5,3.694444444
Bread,9/6/16,2016,9,Tue,Cool Season,02-Afternoon,17,69.5,4.088235294
